log_cum_returns,total_trades,winning_trades,losing_trades,win_ratio,profit_factor,best_win,worst_loss,max_winning_streak,max_losing_streak,avg_winning_streak,avg_losing_streak,long_wins,long_losses,short_wins,short_losses,total_profit,total_loss,kappa,lookback
3.0109887338201577,22837,11582,11255,0.5071594342514341,1.0525548375920237,0.20103321417478348,-0.16028033154146293,11,9,1.8623572921691591,1.8097764913973307,5434,5114,6052,6056,60.30331179633368,57.29232306251353,0.15,168
2.6498678827799473,23535,11923,11612,0.5066071807945612,1.0443885823069243,0.20103321417478348,-0.16028033154146293,11,9,1.865008603159706,1.8160775727244292,5569,5245,6275,6290,62.34692836688056,59.69706048410062,0.15,192
1.781053715238091,23502,11896,11606,0.5061696876861543,1.0296306471788483,0.20103321417478348,-0.16028033154146293,11,9,1.861658841940532,1.8159912376779848,5541,5190,6284,6339,61.88955234126496,60.10849862602687,0.15,216
1.9356354104284854,23186,11744,11442,0.5065125506771327,1.0327876095999002,0.20103321417478348,-0.16028033154146293,11,9,1.8596991290577989,1.811589613679544,5600,5254,6077,6112,60.97121116750887,59.03557575708038,0.15,240
4.437186129704257,22265,11300,10965,0.5075230181899842,1.0794337787144992,0.20103321417478348,-0.16028033154146293,11,10,1.8680773681600265,1.8129960317460319,4893,4563,6272,6259,60.29737812248835,55.860191992784095,0.175,96
5.027908577860371,21850,11182,10668,0.5117620137299771,1.0924340892430995,0.20103321417478348,-0.16028033154146293,11,9,1.8843950117964274,1.7980785437384124,5101,4704,5961,5847,59.422435738041415,54.39452716018104,0.175,120
4.340228464318221,21985,11185,10800,0.5087559699795315,1.0792597211109884,0.20103321417478348,-0.16028033154146293,11,9,1.866344068079426,1.802102452861672,5014,4665,6064,6027,59.099801214272006,54.75957274995379,0.175,144
3.7796889898360604,23101,11715,11386,0.5071209038569758,1.0657835006777423,0.20103321417478348,-0.16028033154146293,11,9,1.861296472831268,1.8090244677470606,5552,5232,6057,6068,61.23617809265618,57.45648910282012,0.175,168
3.4816728724970094,23715,12018,11697,0.5067678684376976,1.0582715108419338,0.20103321417478348,-0.16028033154146293,11,9,1.8623895862389586,1.8126452812645282,5640,5291,6291,6324,63.23081653107364,59.749143658576635,0.175,192
2.6448103592689183,23742,12040,11702,0.5071181871788392,1.0437716443661504,0.20103321417478348,-0.16028033154146293,11,9,1.8669561172274771,1.814263565891473,5600,5243,6360,6382,63.06772564079332,60.4229152815244,0.175,216
2.6346693530383583,23083,11696,11387,0.5066932374474722,1.0449914021237974,0.20103321417478348,-0.16028033154146293,11,9,1.8618274434893347,1.8126392868513213,5771,5422,5857,5885,61.19406578591363,58.55939643287527,0.175,240
4.225210705254009,22355,11309,11046,0.5058823529411764,1.0752970459001416,0.20103321417478348,-0.16028033154146293,11,10,1.8627903146104432,1.8194696096195027,4814,4532,6351,6367,60.33910806661203,56.11389736135801,0.2,96
3.8762290574377616,22306,11362,10944,0.5093696763202725,1.0693637442072825,0.20103321417478348,-0.16028033154146293,11,9,1.8727542442722926,1.8038569309378605,5019,4667,6213,6156,59.758867772185724,55.88263871474796,0.2,120
4.256788471269713,22116,11263,10853,0.5092693072888407,1.0772816693344553,0.20103321417478348,-0.16028033154146293,11,9,1.8684472461844726,1.8001326919887213,5064,4694,6084,6049,59.3382652034482,55.08147673217849,0.2,144
3.4987711818348686,22842,11555,11287,0.5058663864810437,1.0613377344466781,0.20103321417478348,-0.16028033154146293,11,9,1.853842451467993,1.8108454997593455,5302,5012,6138,6183,60.53986038079121,57.04108919895634,0.2,168
3.278402030175503,23887,12098,11789,0.5064679532800268,1.054378776027522,0.20103321417478348,-0.16028033154146293,11,9,1.8618036318867344,1.81425053862727,5700,5355,6304,6351,63.56666649049083,60.288264460315325,0.2,192
3.012190340279366,23574,11939,11635,0.5064477814541444,1.0501836644950526,0.20103321417478348,-0.16028033154146293,11,9,1.8634306227563602,1.8159825191197128,5625,5303,6229,6254,63.035514076957256,60.02332373667789,0.2,216
2.809852313288916,23010,11649,11361,0.50625814863103,1.0478107357835946,0.20103321417478348,-0.16028033154146293,11,9,1.861457334611697,1.8154362416107384,5568,5246,6012,6030,61.58017381612283,58.77032150283392,0.2,240
